source,target,Typ,label,org_conviction_1,org_country_1,org_continent_1,org_conviction_2,org_country_2,org_continent_2,international,intercontinental
australian taxpayer alliance,the carbon sense coalition,Undirected,ron manners,,australia,oceania,unconvinced of agw,usa,north america,TRUE,TRUE
australian taxpayer alliance,mont pelerin society,Undirected,ron manners,,australia,oceania,,global,global,TRUE,TRUE
the carbon sense coalition,mont pelerin society,Undirected,ron manners,unconvinced of agw,usa,north america,,global,global,TRUE,TRUE
the american conservative union foundation,americans future foundation,Undirected,ron robinson,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
the american conservative union foundation,young americas foundation,Undirected,ron robinson,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
americans future foundation,young americas foundation,Undirected,ron robinson,,usa,north america,,usa,north america,FALSE,FALSE
institute of economic affairs,mont pelerin society,Undirected,ronald coase,unconvinced of agw,uk,europe,,global,global,TRUE,TRUE
institute for global economic growth,maryland public policy institute,Undirected,ronald d. utt,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
institute for global economic growth,calvert institute for policy research,Undirected,ronald d. utt,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
maryland public policy institute,calvert institute for policy research,Undirected,ronald d. utt,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
"environmental conservation organization, inc.",freedom21,Undirected,ronnie merritt,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
friends of science,macdonald-laurier institute,Undirected,ross mckitrick,unconvinced of agw,canada,north america,unconvinced of agw,canada,north america,FALSE,FALSE
congress of racial equality,the national leadership network of black conservatives,Undirected,roy innis,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
congress of racial equality,foundation for individual rights in education,Undirected,roy innis,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
the national leadership network of black conservatives,foundation for individual rights in education,Undirected,roy innis,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
nova civitas,libera!,Undirected,rudi de kerpel,unconvinced of agw,belgium,europe,,belgium,europe,FALSE,FALSE
philanthropy roundtable,the pioneer institute for public policy,Undirected,ruth,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
frontier centre for public policy,ecipe,Undirected,ruth richardson,unconvinced of agw,canada,north america,,belgium,europe,TRUE,TRUE
frontier centre for public policy,mont pelerin society,Undirected,ruth richardson,unconvinced of agw,canada,north america,,global,global,TRUE,TRUE
ecipe,mont pelerin society,Undirected,ruth richardson,,belgium,europe,,global,global,TRUE,TRUE
institute for policy innovation,committee on taxation and economic growth,Undirected,ryan c. amacher,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
institute for policy innovation,tobacco institute,Undirected,ryan c. amacher,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
committee on taxation and economic growth,tobacco institute,Undirected,ryan c. amacher,,usa,north america,,usa,north america,FALSE,FALSE
association of private enterprise education,bill of rights institute,Undirected,ryan stowers,,usa,north america,,usa,north america,FALSE,FALSE
doctors for disaster preparedness,"environmental conservation organization, inc.",Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
doctors for disaster preparedness,freedom21,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
doctors for disaster preparedness,national center for public policy research,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
doctors for disaster preparedness,virginia scientists and engineers for energy and environment,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
doctors for disaster preparedness,american council on science and health,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
doctors for disaster preparedness,international center for a scientific ecology,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
"environmental conservation organization, inc.",freedom21,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
"environmental conservation organization, inc.",national center for public policy research,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
"environmental conservation organization, inc.",virginia scientists and engineers for energy and environment,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
"environmental conservation organization, inc.",american council on science and health,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
"environmental conservation organization, inc.",international center for a scientific ecology,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
freedom21,national center for public policy research,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
freedom21,virginia scientists and engineers for energy and environment,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
freedom21,american council on science and health,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
freedom21,international center for a scientific ecology,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
national center for public policy research,virginia scientists and engineers for energy and environment,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
national center for public policy research,american council on science and health,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
national center for public policy research,international center for a scientific ecology,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
virginia scientists and engineers for energy and environment,american council on science and health,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
virginia scientists and engineers for energy and environment,international center for a scientific ecology,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
american council on science and health,international center for a scientific ecology,Undirected,s. fred singer,unconvinced of agw,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
center for media and public affairs,statistical assessment service,Undirected,s. robert lichter,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
doctors for disaster preparedness,greening earth society,Undirected,sallie baliunas,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
doctors for disaster preparedness,manhattan institute for policy research,Undirected,sallie baliunas,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
doctors for disaster preparedness,friends of science,Undirected,sallie baliunas,unconvinced of agw,usa,north america,unconvinced of agw,canada,north america,TRUE,FALSE
doctors for disaster preparedness,scientific alliance,Undirected,sallie baliunas,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
greening earth society,manhattan institute for policy research,Undirected,sallie baliunas,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
greening earth society,friends of science,Undirected,sallie baliunas,unconvinced of agw,usa,north america,unconvinced of agw,canada,north america,TRUE,FALSE
greening earth society,scientific alliance,Undirected,sallie baliunas,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
manhattan institute for policy research,friends of science,Undirected,sallie baliunas,unconvinced of agw,usa,north america,unconvinced of agw,canada,north america,TRUE,FALSE
manhattan institute for policy research,scientific alliance,Undirected,sallie baliunas,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
friends of science,scientific alliance,Undirected,sallie baliunas,unconvinced of agw,canada,north america,unconvinced of agw,uk,europe,TRUE,TRUE
statistical assessment service,scientific alliance,Undirected,sallie l. baliunas,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
virginia institute for public policy,montana policy institute,Undirected,sam staley,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
institute of economic affairs,fundacion burke,Undirected,samuel gregg,unconvinced of agw,uk,europe,,spain,europe,TRUE,FALSE
european independent institute,frederic bastiat stichting,Undirected,sander boon,,netherlands,europe,,netherlands,europe,FALSE,FALSE
mannkal economic foundation,mannkal economic research foundation,Undirected,sarah basden,unconvinced of agw,australia,oceania,unconvinced of agw,australia,oceania,FALSE,FALSE
antibuerokratieteam.net,berlin manhattan institut für unternehmerische freiheit e.v.,Undirected,sascha tamm,unconvinced of agw,germany,europe,unconvinced of agw,germany,europe,FALSE,FALSE
american council on science and health,statistical assessment service,Undirected,scott o. lilienfeld,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
the libertarian alliance,freedom organisation for the right to enjoy smoking tobacco,Undirected,sean gabb,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
center of the american experiment,national association of scholars,Undirected,shelby steele,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
foundation for economic education,center for a stateless society,Undirected,sheldon richman,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
doctors for disaster preparedness,institute for biospheric research,Undirected,sherwood idso,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
american council on science and health,sound science in public policy,Undirected,sidney shindell,unconvinced of agw,usa,north america,unconvinced of agw,unknown,unknown,TRUE,TRUE
the free society,freedom organisation for the right to enjoy smoking tobacco,Undirected,simon clark,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
institute of economic affairs,scientific alliance,Undirected,sir,unconvinced of agw,uk,europe,unconvinced of agw,uk,europe,FALSE,FALSE
american legislative exchange council,citizens alliance for responsible energy,Undirected,staff,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
american legislative exchange council,istituto bruno leoni,Undirected,staff,unconvinced of agw,usa,north america,unconvinced of agw,italy,europe,TRUE,TRUE
american legislative exchange council,clingendael institute,Undirected,staff,unconvinced of agw,usa,north america,,netherlands,europe,TRUE,TRUE
citizens alliance for responsible energy,istituto bruno leoni,Undirected,staff,,usa,north america,unconvinced of agw,italy,europe,TRUE,TRUE
citizens alliance for responsible energy,clingendael institute,Undirected,staff,,usa,north america,,netherlands,europe,TRUE,TRUE
istituto bruno leoni,clingendael institute,Undirected,staff,unconvinced of agw,italy,europe,,netherlands,europe,TRUE,FALSE
national association of scholars,american council on science and health,Undirected,stanley rothman,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
philadelphia society,liberty fund,Undirected,starbuck,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
berlin manhattan institut für unternehmerische freiheit e.v.,friedrich-naumann-stiftung für die freiheit,Undirected,steffen hentrich,unconvinced of agw,germany,europe,unconvinced of agw,germany,europe,FALSE,FALSE
berlin manhattan institut für unternehmerische freiheit e.v.,libertäre plattform,Undirected,steffen hentrich,unconvinced of agw,germany,europe,unconvinced of agw,germany,europe,FALSE,FALSE
friedrich-naumann-stiftung für die freiheit,libertäre plattform,Undirected,steffen hentrich,unconvinced of agw,germany,europe,unconvinced of agw,germany,europe,FALSE,FALSE
ludwig von mises institute,the property and freedom society,Undirected,stephan kinsella,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
ludwig von mises institute,center for a stateless society,Undirected,stephan kinsella,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
the property and freedom society,center for a stateless society,Undirected,stephan kinsella,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
manhattan institute for policy research,national association of scholars,Undirected,stephan thernstrom,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
macdonald-laurier institute,atlantic institute for market studies,Undirected,stephen blank,unconvinced of agw,canada,north america,,canada,north america,FALSE,FALSE
institute for humane studies,institute of economic affairs,Undirected,stephen davies,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
institute for humane studies,the libertarian alliance,Undirected,stephen davies,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
institute for humane studies,institute for economic studies,Undirected,stephen davies,unconvinced of agw,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
institute for humane studies,freedom organisation for the right to enjoy smoking tobacco,Undirected,stephen davies,unconvinced of agw,usa,north america,,uk,europe,TRUE,TRUE
institute of economic affairs,the libertarian alliance,Undirected,stephen davies,unconvinced of agw,uk,europe,unconvinced of agw,uk,europe,FALSE,FALSE
institute of economic affairs,institute for economic studies,Undirected,stephen davies,unconvinced of agw,uk,europe,unconvinced of agw,france,europe,TRUE,FALSE
institute of economic affairs,freedom organisation for the right to enjoy smoking tobacco,Undirected,stephen davies,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
the libertarian alliance,institute for economic studies,Undirected,stephen davies,unconvinced of agw,uk,europe,unconvinced of agw,france,europe,TRUE,FALSE
the libertarian alliance,freedom organisation for the right to enjoy smoking tobacco,Undirected,stephen davies,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
institute for economic studies,freedom organisation for the right to enjoy smoking tobacco,Undirected,stephen davies,unconvinced of agw,france,europe,,uk,europe,TRUE,FALSE
institute for global economic growth,institute for policy innovation,Undirected,stephen j. entin,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
institute for global economic growth,institute for research on the economics of taxation,Undirected,stephen j. entin,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
institute for policy innovation,institute for research on the economics of taxation,Undirected,stephen j. entin,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
american legislative exchange council,goldwater institute,Undirected,stephen moore,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
american legislative exchange council,institute for policy innovation,Undirected,stephen moore,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
american legislative exchange council,niskanen center,Undirected,stephen moore,unconvinced of agw,usa,north america,convinced of agw,usa,north america,FALSE,FALSE
goldwater institute,institute for policy innovation,Undirected,stephen moore,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
goldwater institute,niskanen center,Undirected,stephen moore,unconvinced of agw,usa,north america,convinced of agw,usa,north america,FALSE,FALSE
institute for policy innovation,niskanen center,Undirected,stephen moore,unconvinced of agw,usa,north america,convinced of agw,usa,north america,FALSE,FALSE
ludwig von mises institute,virginia institute for public policy,Undirected,stephen p. halbrook,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
center for medicine in the public interest,civitas,Undirected,stephen pollard,unconvinced of agw,usa,north america,,uk,europe,TRUE,TRUE
center for medicine in the public interest,economic policy centre,Undirected,stephen pollard,unconvinced of agw,usa,north america,,uk,europe,TRUE,TRUE
civitas,economic policy centre,Undirected,stephen pollard,,uk,europe,,uk,europe,FALSE,FALSE
freedomworks,national taxpayers union,Undirected,steve forbes,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
climate science coalition of america,clexit,Undirected,steve goreham,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
ludwig von mises institute,institut turgot,Undirected,steve hanke,unconvinced of agw,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
american tradition institute,global climate science communications team,Undirected,steve milloy,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
american tradition institute,the energy environment legal institute,Undirected,steve milloy,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
global climate science communications team,the energy environment legal institute,Undirected,steve milloy,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
the cobden centre,liberty league,Undirected,steven baker,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
ashbrook center for public affairs,center of the american experiment,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
ashbrook center for public affairs,claremont institute,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
ashbrook center for public affairs,insitute for energy research,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
ashbrook center for public affairs,philadelphia society,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
ashbrook center for public affairs,property and environment research center,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
ashbrook center for public affairs,national tax limitation committee,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
ashbrook center for public affairs,icrei,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,switzerland,europe,TRUE,TRUE
ashbrook center for public affairs,mont pelerin society,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,global,global,TRUE,TRUE
center of the american experiment,claremont institute,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
center of the american experiment,insitute for energy research,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
center of the american experiment,philadelphia society,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
center of the american experiment,property and environment research center,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
center of the american experiment,national tax limitation committee,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
center of the american experiment,icrei,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,switzerland,europe,TRUE,TRUE
center of the american experiment,mont pelerin society,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,global,global,TRUE,TRUE
claremont institute,insitute for energy research,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
claremont institute,philadelphia society,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
claremont institute,property and environment research center,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
claremont institute,national tax limitation committee,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
claremont institute,icrei,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,switzerland,europe,TRUE,TRUE
claremont institute,mont pelerin society,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,global,global,TRUE,TRUE
insitute for energy research,philadelphia society,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
insitute for energy research,property and environment research center,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
insitute for energy research,national tax limitation committee,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
insitute for energy research,icrei,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,switzerland,europe,TRUE,TRUE
insitute for energy research,mont pelerin society,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,global,global,TRUE,TRUE
philadelphia society,property and environment research center,Undirected,steven f. hayward,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
philadelphia society,national tax limitation committee,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
philadelphia society,icrei,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,switzerland,europe,TRUE,TRUE
philadelphia society,mont pelerin society,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,global,global,TRUE,TRUE
property and environment research center,national tax limitation committee,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
property and environment research center,icrei,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,switzerland,europe,TRUE,TRUE
property and environment research center,mont pelerin society,Undirected,steven f. hayward,unconvinced of agw,usa,north america,,global,global,TRUE,TRUE
national tax limitation committee,icrei,Undirected,steven f. hayward,,usa,north america,,switzerland,europe,TRUE,TRUE
national tax limitation committee,mont pelerin society,Undirected,steven f. hayward,,usa,north america,,global,global,TRUE,TRUE
icrei,mont pelerin society,Undirected,steven f. hayward,,switzerland,europe,,global,global,TRUE,TRUE
american environmental coalition,doctors for disaster preparedness,Undirected,steven milloy,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
american environmental coalition,free enterprise action fund,Undirected,steven milloy,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
doctors for disaster preparedness,free enterprise action fund,Undirected,steven milloy,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
australian libertarian society,conservative action network,Undirected,stop gillards,unconvinced of agw,australia,oceania,unconvinced of agw,australia,oceania,FALSE,FALSE
australian libertarian society,conservative leadership foundation,Undirected,stop gillards,unconvinced of agw,australia,oceania,unconvinced of agw,australia,oceania,FALSE,FALSE
australian libertarian society,mannkal economic research foundation,Undirected,stop gillards,unconvinced of agw,australia,oceania,unconvinced of agw,australia,oceania,FALSE,FALSE
australian libertarian society,consumers taxpayers association,Undirected,stop gillards,unconvinced of agw,australia,oceania,,australia,oceania,FALSE,FALSE
australian libertarian society,institute for private enterprise,Undirected,stop gillards,unconvinced of agw,australia,oceania,unconvinced of agw,australia,unknown,FALSE,TRUE
conservative action network,conservative leadership foundation,Undirected,stop gillards,unconvinced of agw,australia,oceania,unconvinced of agw,australia,oceania,FALSE,FALSE
conservative action network,mannkal economic research foundation,Undirected,stop gillards,unconvinced of agw,australia,oceania,unconvinced of agw,australia,oceania,FALSE,FALSE
conservative action network,consumers taxpayers association,Undirected,stop gillards,unconvinced of agw,australia,oceania,,australia,oceania,FALSE,FALSE
conservative action network,institute for private enterprise,Undirected,stop gillards,unconvinced of agw,australia,oceania,unconvinced of agw,australia,unknown,FALSE,TRUE
conservative leadership foundation,mannkal economic research foundation,Undirected,stop gillards,unconvinced of agw,australia,oceania,unconvinced of agw,australia,oceania,FALSE,FALSE
conservative leadership foundation,consumers taxpayers association,Undirected,stop gillards,unconvinced of agw,australia,oceania,,australia,oceania,FALSE,FALSE
conservative leadership foundation,institute for private enterprise,Undirected,stop gillards,unconvinced of agw,australia,oceania,unconvinced of agw,australia,unknown,FALSE,TRUE
mannkal economic research foundation,consumers taxpayers association,Undirected,stop gillards,unconvinced of agw,australia,oceania,,australia,oceania,FALSE,FALSE
mannkal economic research foundation,institute for private enterprise,Undirected,stop gillards,unconvinced of agw,australia,oceania,unconvinced of agw,australia,unknown,FALSE,TRUE
consumers taxpayers association,institute for private enterprise,Undirected,stop gillards,,australia,oceania,unconvinced of agw,australia,unknown,FALSE,TRUE
bruges group,the freedom association,Undirected,stuart wheeler,unconvinced of agw,uk,europe,unconvinced of agw,uk,europe,FALSE,FALSE
illinois policy institute,wyoming liberty group,Undirected,sven larson,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
council for national policy,defenders of property rights,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
council for national policy,philadelphia society,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
council for national policy,foundation for individual rights in education,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
council for national policy,americans future foundation,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
council for national policy,russell kirk center for cultural renewal,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
council for national policy,young americas foundation,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
defenders of property rights,philadelphia society,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
defenders of property rights,foundation for individual rights in education,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
defenders of property rights,americans future foundation,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
defenders of property rights,russell kirk center for cultural renewal,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
defenders of property rights,young americas foundation,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
philadelphia society,foundation for individual rights in education,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
philadelphia society,americans future foundation,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
philadelphia society,russell kirk center for cultural renewal,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
philadelphia society,young americas foundation,Undirected,t. kenneth cribb,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
foundation for individual rights in education,americans future foundation,Undirected,t. kenneth cribb,,usa,north america,,usa,north america,FALSE,FALSE
foundation for individual rights in education,russell kirk center for cultural renewal,Undirected,t. kenneth cribb,,usa,north america,,usa,north america,FALSE,FALSE
foundation for individual rights in education,young americas foundation,Undirected,t. kenneth cribb,,usa,north america,,usa,north america,FALSE,FALSE
americans future foundation,russell kirk center for cultural renewal,Undirected,t. kenneth cribb,,usa,north america,,usa,north america,FALSE,FALSE
americans future foundation,young americas foundation,Undirected,t. kenneth cribb,,usa,north america,,usa,north america,FALSE,FALSE
russell kirk center for cultural renewal,young americas foundation,Undirected,t. kenneth cribb,,usa,north america,,usa,north america,FALSE,FALSE
ludwig von mises institute,institute of economic affairs,Undirected,terry arthur,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
instituto de libre empresa,property and environment research center,Undirected,terry l. anderson,unconvinced of agw,peru,south america,unconvinced of agw,usa,north america,TRUE,TRUE
instituto de libre empresa,tobacco institute,Undirected,terry l. anderson,unconvinced of agw,peru,south america,,usa,north america,TRUE,TRUE
property and environment research center,tobacco institute,Undirected,terry l. anderson,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
federalist society for law and public policy studies,washington legal foundation,Undirected,theodore b. olson,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
manhattan institute for policy research,opinio,Undirected,theodore dalrymple,unconvinced of agw,usa,north america,,unknown,unknown,TRUE,TRUE
institute for research in economics and fiscal issues,la main invisible,Undirected,thierry afschrift,unconvinced of agw,france,europe,unconvinced of agw,france,europe,FALSE,FALSE
institute for research in economics and fiscal issues,institut hayek,Undirected,thierry afschrift,unconvinced of agw,france,europe,unconvinced of agw,belgium,europe,TRUE,FALSE
la main invisible,institut hayek,Undirected,thierry afschrift,unconvinced of agw,france,europe,unconvinced of agw,belgium,europe,TRUE,FALSE
the right climate stuff,friends of science,Undirected,thomas,unconvinced of agw,usa,north america,unconvinced of agw,canada,north america,TRUE,FALSE
the right climate stuff,tobacco institute,Undirected,thomas,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
the right climate stuff,initiative for public policy analysis,Undirected,thomas,unconvinced of agw,usa,north america,unconvinced of agw,nigeria,africa,TRUE,TRUE
the right climate stuff,imani,Undirected,thomas,unconvinced of agw,usa,north america,unconvinced of agw,unknown,unknown,TRUE,TRUE
friends of science,tobacco institute,Undirected,thomas,unconvinced of agw,canada,north america,,usa,north america,TRUE,FALSE
friends of science,initiative for public policy analysis,Undirected,thomas,unconvinced of agw,canada,north america,unconvinced of agw,nigeria,africa,TRUE,TRUE
friends of science,imani,Undirected,thomas,unconvinced of agw,canada,north america,unconvinced of agw,unknown,unknown,TRUE,TRUE
tobacco institute,initiative for public policy analysis,Undirected,thomas,,usa,north america,unconvinced of agw,nigeria,africa,TRUE,TRUE
tobacco institute,imani,Undirected,thomas,,usa,north america,unconvinced of agw,unknown,unknown,TRUE,TRUE
