person;organisation;wiki_page;cat_agw_opinion;cat_occupation;cat_relgion_opinion;cat_topic;Page_Link
Ken Calvert (NZ);;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ken_Calvert_(NZ)
John Cook;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Cook
Thomas Deichmann;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Thomas_Deichmann
Michael Egnor;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michael_Egnor
Newt Gingrich;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Newt_Gingrich
William J. Arion;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=William_J._Arion
Ed Hiserodt;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ed_Hiserodt
Jeremy Jacquot;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jeremy_Jacquot
Madhav Khandekar;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Madhav_Khandekar
Hermann L̦ns;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hermann_L%C3%B6ns
Mitch McConnell;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mitch_McConnell
Devin Nunes;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Devin_Nunes
Joseph Perkins;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Joseph_Perkins
David J. Benard;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=David_J._Benard
Greg Ransom;;own_page;;; libertarianism;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Greg_Ransom
William B. Rossow;;own_page;; climate scientists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=William_B._Rossow
Eugenie Scott;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Eugenie_Scott
Guy Sorman;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Guy_Sorman
Sam Taliaferro;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Sam_Taliaferro
Jhim van Bemmel;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jhim_van_Bemmel
Philippe Bouchat;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Philippe_Bouchat
Calvin Beisner;;own_page;;; creationists;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Calvin_Beisner
Russell Cook;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Russell_Cook
Charles F. Deiterich;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Charles_F._Deiterich
Alexander G. Egorov;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Alexander_G._Egorov
Klaas Fokkema;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Klaas_Fokkema
Maurizio Gioli;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Maurizio_Gioli
Albert Arking;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Albert_Arking
Louis Hissink;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Louis_Hissink
L.F. Khilyuk;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=L.F._Khilyuk
Mark Landsbaum;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mark_Landsbaum
Ehrenfried Loock;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ehrenfried_Loock
Robert Exley McCormick;;own_page;;;; tobacco;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_Exley_McCormick
John H. Moore;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_H._Moore
Paul Nurse;;own_page;; biologists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_Nurse
Robert A. Perkins;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_A._Perkins
Michel B̩nard;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michel_B%C3%A9nard
John Ransom;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Ransom
Friedhelm Rostan;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Friedhelm_Rostan
Jon Scott;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jon_Scott
Oleg G. Sorokhtin;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Oleg_G._Sorokhtin
Mike Van Biezen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mike_Van_Biezen
Charles C. W. Cooke;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Charles_C._W._Cooke
Ralf Dekker;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ralf_Dekker
Hans Ehrbar;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hans_Ehrbar
Samuel C. Gipp;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Samuel_C._Gipp
Tony Hake;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tony_Hake
Igor Khmelinskii;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Igor_Khmelinskii
Theodor Landscheidt;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Theodor_Landscheidt
A.J. Tom van Loon;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=A.J._Tom_van_Loon
Thaddeus McCotter;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Thaddeus_McCotter
Bruce Nussbaum;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bruce_Nussbaum
Jan P. Perlwitz;;own_page;; climate scientists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jan_P._Perlwitz
Udipi Ramachandra Rao;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Udipi_Ramachandra_Rao
Eike Roth;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Eike_Roth
Rick Scott;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rick_Scott
George Soros;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=George_Soros
Pieter van Boxel;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Pieter_van_Boxel
Jȯl Cambre;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jo%C3%ABl_Cambre
Gavin Cooke;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gavin_Cooke
Vincent Dekker;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Vincent_Dekker
Paul R. Ehrlich;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_R._Ehrlich
Mark Foley;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mark_Foley
D. T. Gjessing;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=D._T._Gjessing
Ari Armstrong;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ari_Armstrong
Jeff Halblaub;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jeff_Halblaub
Peter Hitchens;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Hitchens
Helmut J̟ger;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Helmut_J%C3%A4ger
Kelly Khuri;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kelly_Khuri
Christopher Landsea;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Christopher_Landsea
Alec Loorz;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Alec_Loorz
Terry McCrann;;own_page;; journalists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Terry_McCrann
Patrick Moore (astronomer);;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Patrick_Moore_(astronomer)
Georg N̟̙lein;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Georg_N%C3%BC%C3%9Flein
Charles Perry;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Charles_Perry
Arjen Benedictus;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Arjen_Benedictus
Sarah C. B. Raper;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Sarah_C._B._Raper
Russell Scott;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Russell_Scott
Henrique Sousa;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Henrique_Sousa
Manik Talwani;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Manik_Talwani
David Cameron;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=David_Cameron
Salvatore Del Prete;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Salvatore_Del_Prete
Ulrich Eichelmann;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ulrich_Eichelmann
James Follett;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_Follett
Rainer Gladisch;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rainer_Gladisch
Bob Armstrong;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bob_Armstrong
Morten Hald;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Morten_Hald
John Hlavac;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Hlavac
Ban Ki-moon;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ban_Ki-moon
John McCrarey;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_McCrarey
Richard Moore;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Richard_Moore
Charles A. Perry;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Charles_A._Perry
Chris Rapley;;own_page;; scientists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Chris_Rapley
Ullrich Rothe;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ullrich_Rothe
Robert L. Scotto;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_L._Scotto
John Souter;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Souter
Martijn van Calmthout;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Martijn_van_Calmthout
James Cameron;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_Cameron
Katy Delay;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Katy_Delay
Bryan Eichfeld;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bryan_Eichfeld
Joseph Leonard Fone;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Joseph_Leonard_Fone
John Gladstones;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Gladstones
Scott Armstrong;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Scott_Armstrong
Chris Ho-Stuart;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Chris_Ho-Stuart
Craig James;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Craig_James
Mitchell Langbert;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mitchell_Langbert
Claude Lorius;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Claude_Lorius
Aaron M. McCright;;own_page;; scientists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Aaron_M._McCright
Russell D. Moore;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Russell_D._Moore
John Gowhan Nwangi;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Gowhan_Nwangi
Mark J. Perry;;own_page;;; libertarianism;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mark_J._Perry
Alexander Benesch;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Alexander_Benesch
Donald Rapp;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Donald_Rapp
Keith Rothfus;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Keith_Rothfus
Philip Lloyd;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Philip_Lloyd
Glenn Tamblyn;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Glenn_Tamblyn
Brian van de Graaff;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Brian_van_de_Graaff
Susan T. Cammarata;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Susan_T._Cammarata
Owen Cooper;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Owen_Cooper
Peter Fong;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Fong
J. Storrs Hall;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=J._Storrs_Hall
Rinus Kiel;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rinus_Kiel
Martina Lange;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Martina_Lange
Knut L̦schke;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Knut_L%C3%B6schke
Malcolm McCulloch;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Malcolm_McCulloch
Bill Nye;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bill_Nye
Rick Perry;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rick_Perry
Rasmus E. Benestad;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rasmus_E._Benestad
Adolf Rasch;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Adolf_Rasch
Richard Rothschild;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Richard_Rothschild
ScruffyDan;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=ScruffyDan
Jon Southall;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jon_Southall
Tamino;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tamino
Jed van de Poll;;own_page;;; conspiracionists;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jed_van_de_Poll
Dave Camp;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dave_Camp
William Cooper;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=William_Cooper
Denis Delbecq;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Denis_Delbecq
Bas Eickhout;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bas_Eickhout
Donald K. Forbes;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Donald_K._Forbes
Hans-J̟rgen Gl̟sel;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hans-J%C3%BCrgen_Gl%C3%A4sel
Jerome Arnett;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jerome_Arnett
Marshall Hall;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Marshall_Hall
Gero Hocker;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gero_Hocker
Jane Jamison;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jane_Jamison
J̟rgen Kieser;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=J%C3%BCrgen_Kieser
Willem de Lange;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Willem_de_Lange
John Lott;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Lott
Sén McDonagh;;own_page;;; christians;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Se%C3%A1n_McDonagh
Steve Moore;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Steve_Moore
Arman Nyilas;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Arman_Nyilas
Lennart Bengtsson;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Lennart_Bengtsson
Heide-Marie Rasch;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Heide-Marie_Rasch
Jan Rotmans;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jan_Rotmans
Douglas Southgate;;own_page;; economists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Douglas_Southgate
Andr̩ Van Delft;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Andr%C3%A9_Van_Delft
PaulېHenri Bourrelier;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul%E2%80%90Henri_Bourrelier
Amanda Campbell;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Amanda_Campbell
Basil Copeland;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Basil_Copeland
Jos̩ J. Delgado Domingos;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jos%C3%A9_J._Delgado_Domingos
Werner Eisenkopf;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Werner_Eisenkopf
J. Randy Forbes;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=J._Randy_Forbes
Brad Arnold;;own_page;;; climate alarmists;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Brad_Arnold
Ralph Hall;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ralph_Hall
Wayne Hocking;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Wayne_Hocking
Carl Christian Jancke;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Carl_Christian_Jancke
Kilez More;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kilez_More
J̟rgen Langeheine;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=J%C3%BCrgen_Langeheine
Les McDonald;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Les_McDonald
Brian J. O'Brien;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Brian_J._O%27Brien
Bj̦rn Persson;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bj%C3%B6rn_Persson
Dan Benishek;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dan_Benishek
Kimball Rasmussen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kimball_Rasmussen
Norbert R̦ttgen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Norbert_R%C3%B6ttgen
Richard Seager;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Richard_Seager
Benjamin K. Sovacool;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Benjamin_K._Sovacool
Tom Tancredo;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tom_Tancredo
Andre van den Berg;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Andre_van_den_Berg
Donna Campbell;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Donna_Campbell
Kenneth Copeland;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kenneth_Copeland
Robert Ekelund Jr.;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_Ekelund_Jr.
Ronald Gl̟ser;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ronald_Gl%C3%A4ser
Henry Haller;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Henry_Haller
Oliver Janich;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Oliver_Janich
Thomas P. Kilgannon;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Thomas_P._Kilgannon
Jon Loufman;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jon_Loufman
Willie J. McDonald;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Willie_J._McDonald
Hubertus Moos;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hubertus_Moos
James J. O'Brien;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_J._O%27Brien
E. Kirsten Peters;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=E._Kirsten_Peters
Bob Bennett;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bob_Bennett
Jean-Bruno Roumegoux;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jean-Bruno_Roumegoux
Chris Searles;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Chris_Searles
Brad Sowder;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Brad_Sowder
Roger L. Tanner;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Roger_L._Tanner
C.J. v.d. Berg;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=C.J._v.d._Berg
George Boustras;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=George_Boustras
Christian Coppe;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Christian_Coppe
Paul Dellegatto;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_Dellegatto
Matts Ekman;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Matts_Ekman
Harald Hallier;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Harald_Hallier
Eystein Jansen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Eystein_Jansen
Geert Killemaes;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Geert_Killemaes
Erik Langerock;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Erik_Langerock
John Loughlin;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Loughlin
Bob McDonnell;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bob_McDonnell
Maurizio Morabito;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Maurizio_Morabito
Karen O'Brien;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Karen_O%27Brien
Lutz Peters;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Lutz_Peters
Ned S. Rasor;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ned_S._Rasor
Dan Sebring;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dan_Sebring
Roger E. Sowell;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Roger_E._Sowell
Pieter P. Tans;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Pieter_P._Tans
Hank Campbell;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hank_Campbell
Paul Copper;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_Copper
Irving Forbing;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Irving_Forbing
Jeffrey A. Glassman;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jeffrey_A._Glassman
Tarja Halonen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tarja_Halonen
Dominic Hodgson;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dominic_Hodgson
Bryan Killett;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bryan_Killett
Daniel Louis;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Daniel_Louis
Ann McElhinney;;own_page;; journalists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ann_McElhinney
Alan Moran;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Alan_Moran
Georg von Petersdorff-Campen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Georg_von_Petersdorff-Campen
Oleg Raspopov;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Oleg_Raspopov
Karl Rove;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Karl_Rove
Tom V. Segalstad;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tom_V._Segalstad
Thomas Sowell;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Thomas_Sowell
Hannu Tanskanen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hannu_Tanskanen
Eline van den Broek;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Eline_van_den_Broek
Laurens M. Bouwer;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Laurens_M._Bouwer
Mark L. Campbell;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mark_L._Campbell
Reed S. Coray;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Reed_S._Coray
James V. DeLong;;own_page;;; libertarianism;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_V._DeLong
Harrison Ford;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Harrison_Ford
